migration_category_series,date,location,metric,metric_value,,,
Interstate Migration,1/6/2013,Australian Capital Territory,Net Interstate Migration,-43,,,
Overseas Migration,1/6/2013,Australia,Net Overseas Migration,44769,,,
Interstate Migration,1/6/2013,New South Wales,Interstate Arrivals,21937,,,
Interstate Migration,1/6/2013,Western Australia,Interstate Arrivals,9472,,,
Interstate Migration,1/6/2013,Victoria,Interstate Departures,16456,,,
Interstate Migration,1/6/2013,Tasmania,Interstate Departures,3187,,,
Overseas Migration,1/9/2013,Australia,Net Overseas Migration,54.2,,,
Interstate Migration,1/9/2013,South Australia,Interstate Arrivals,4993,,,
Interstate Migration,1/9/2013,Australian Capital Territory,Interstate Arrivals,3788,,,
Interstate Migration,1/9/2013,New South Wales,Interstate Departures,21644,,,
Interstate Migration,1/9/2013,Western Australia,Interstate Departures,7939,,,
Overseas Migration,1/12/2013,New South Wales,Net Overseas Migration,15183,,,
Overseas Migration,1/12/2013,Victoria,Net Overseas Migration,11802,,,
Overseas Migration,1/12/2013,Queensland,Net Overseas Migration,4702,,,
Overseas Migration,1/12/2013,South Australia,Net Overseas Migration,2269,,,
Overseas Migration,1/12/2013,Western Australia,Net Overseas Migration,3171,,,
Overseas Migration,1/12/2013,Tasmania,Net Overseas Migration,407,,,
Overseas Migration,1/12/2013,Northern Territory,Net Overseas Migration,450,,,
Overseas Migration,1/12/2013,Australian Capital Territory,Net Overseas Migration,172,,,
Interstate Migration,1/12/2013,Queensland,Interstate Arrivals,25385,,,
Interstate Migration,1/12/2013,Northern Territory,Interstate Arrivals,4072,,,
Interstate Migration,1/12/2013,South Australia,Interstate Departures,7525,,,
Interstate Migration,1/12/2013,Australian Capital Territory,Interstate Departures,5486,,,
Interstate Migration,1/3/2014,Australia,Overseas Arrivals,128.2,,,
Interstate Migration,1/3/2014,Australia,Overseas Departures,63.1,,,
Overseas Migration,1/3/2014,Australia,Net Overseas Migration,65032,,,
Interstate Migration,1/3/2014,Victoria,Interstate Arrivals,19991,,,
Interstate Migration,1/3/2014,Tasmania,Interstate Arrivals,2908,,,
Interstate Migration,1/3/2014,Queensland,Interstate Departures,21983,,,
Interstate Migration,1/3/2014,Northern Territory,Interstate Departures,4793,,,
Overseas Migration,1/6/2014,Australia,Net Overseas Migration,30.4,,,
Interstate Migration,1/6/2014,New South Wales,Net Interstate Migration,-1615,,,
Interstate Migration,1/6/2014,Victoria,Net Interstate Migration,2594,,,
Interstate Migration,1/6/2014,Queensland,Net Interstate Migration,1779,,,
Interstate Migration,1/6/2014,South Australia,Net Interstate Migration,-760,,,
Interstate Migration,1/6/2014,Western Australia,Net Interstate Migration,-663,,,
Interstate Migration,1/6/2014,Tasmania,Net Interstate Migration,-218,,,
Interstate Migration,1/6/2014,Northern Territory,Net Interstate Migration,-633,,,
Interstate Migration,1/6/2014,Australian Capital Territory,Net Interstate Migration,-484,,,
Interstate Migration,1/6/2014,New South Wales,Interstate Arrivals,21674,,,
Interstate Migration,1/6/2014,Western Australia,Interstate Arrivals,8068,,,
Interstate Migration,1/6/2014,Victoria,Interstate Departures,15682,,,
Interstate Migration,1/6/2014,Tasmania,Interstate Departures,2953,,,
Interstate Migration,1/9/2014,South Australia,Interstate Arrivals,4356,,,
Interstate Migration,1/9/2014,Australian Capital Territory,Interstate Arrivals,3629,,,
Interstate Migration,1/9/2014,New South Wales,Interstate Departures,19580,,,
Interstate Migration,1/9/2014,Western Australia,Interstate Departures,7339,,,
Interstate Migration,1/12/2014,Australia,Overseas Arrivals,113,,,
Interstate Migration,1/12/2014,Australia,Overseas Departures,76.3,,,
Overseas Migration,1/12/2014,New South Wales,Net Overseas Migration,15869,,,
Overseas Migration,1/12/2014,Victoria,Net Overseas Migration,12553,,,
Overseas Migration,1/12/2014,Queensland,Net Overseas Migration,3035,,,
Overseas Migration,1/12/2014,South Australia,Net Overseas Migration,2186,,,
Overseas Migration,1/12/2014,Western Australia,Net Overseas Migration,2297,,,
Overseas Migration,1/12/2014,Tasmania,Net Overseas Migration,471,,,
Overseas Migration,1/12/2014,Northern Territory,Net Overseas Migration,28,,,
Overseas Migration,1/12/2014,Australian Capital Territory,Net Overseas Migration,330,,,
Overseas Migration,1/12/2014,Australia,Net Overseas Migration,36770,,,
Interstate Migration,1/12/2014,Queensland,Interstate Arrivals,23353,,,
Interstate Migration,1/12/2014,Northern Territory,Interstate Arrivals,4029,,,
Interstate Migration,1/12/2014,South Australia,Interstate Departures,7039,,,
Interstate Migration,1/12/2014,Australian Capital Territory,Interstate Departures,5134,,,
Overseas Migration,1/3/2015,Australia,Net Overseas Migration,63.8,,,
Interstate Migration,1/3/2015,Victoria,Interstate Arrivals,18741,,,
Interstate Migration,1/3/2015,Tasmania,Interstate Arrivals,2855,,,
Interstate Migration,1/3/2015,Queensland,Interstate Departures,20201,,,
Interstate Migration,1/3/2015,Northern Territory,Interstate Departures,4544,,,
Interstate Migration,1/6/2015,New South Wales,Net Interstate Migration,-2104,,,
Interstate Migration,1/6/2015,Victoria,Net Interstate Migration,2982,,,
Interstate Migration,1/6/2015,Queensland,Net Interstate Migration,1990,,,
Interstate Migration,1/6/2015,South Australia,Net Interstate Migration,-1573,,,
Interstate Migration,1/6/2015,Western Australia,Net Interstate Migration,-1336,,,
Interstate Migration,1/6/2015,Tasmania,Net Interstate Migration,341,,,
Interstate Migration,1/6/2015,Northern Territory,Net Interstate Migration,-261,,,
Interstate Migration,1/6/2015,Australian Capital Territory,Net Interstate Migration,-39,,,
Interstate Migration,1/6/2015,New South Wales,Interstate Arrivals,23268,,,
Interstate Migration,1/6/2015,Western Australia,Interstate Arrivals,7884,,,
Interstate Migration,1/6/2015,Victoria,Interstate Departures,16903,,,
Interstate Migration,1/6/2015,Tasmania,Interstate Departures,2842,,,
Interstate Migration,1/9/2015,Australia,Overseas Arrivals,127.4,,,
Interstate Migration,1/9/2015,Australia,Overseas Departures,77,,,
Overseas Migration,1/9/2015,Australia,Net Overseas Migration,50381,,,
Interstate Migration,1/9/2015,South Australia,Interstate Arrivals,4690,,,
Interstate Migration,1/9/2015,Australian Capital Territory,Interstate Arrivals,4231,,,
Interstate Migration,1/9/2015,New South Wales,Interstate Departures,22050,,,
Interstate Migration,1/9/2015,Western Australia,Interstate Departures,8039,,,
Overseas Migration,1/12/2015,Australia,Net Overseas Migration,39.3,,,
Overseas Migration,1/12/2015,New South Wales,Net Overseas Migration,17230,,,
Overseas Migration,1/12/2015,Victoria,Net Overseas Migration,14782,,,
Overseas Migration,1/12/2015,Queensland,Net Overseas Migration,3227,,,
Overseas Migration,1/12/2015,South Australia,Net Overseas Migration,2149,,,
Overseas Migration,1/12/2015,Western Australia,Net Overseas Migration,1599,,,
Overseas Migration,1/12/2015,Tasmania,Net Overseas Migration,251,,,
Overseas Migration,1/12/2015,Northern Territory,Net Overseas Migration,-262,,,
Overseas Migration,1/12/2015,Australian Capital Territory,Net Overseas Migration,296,,,
Interstate Migration,1/12/2015,Queensland,Interstate Arrivals,25113,,,
Interstate Migration,1/12/2015,Northern Territory,Interstate Arrivals,4085,,,
Interstate Migration,1/12/2015,South Australia,Interstate Departures,7720,,,
Interstate Migration,1/12/2015,Australian Capital Territory,Interstate Departures,5479,,,
Interstate Migration,1/3/2016,Victoria,Interstate Arrivals,21542,,,
Interstate Migration,1/3/2016,Tasmania,Interstate Arrivals,3047,,,
Interstate Migration,1/3/2016,Queensland,Interstate Departures,20727,,,
Interstate Migration,1/3/2016,Northern Territory,Interstate Departures,4554,,,
Interstate Migration,1/6/2016,Australia,Overseas Arrivals,106.8,,,
Interstate Migration,1/6/2016,Australia,Overseas Departures,63.3,,,
Interstate Migration,1/6/2016,New South Wales,Net Interstate Migration,-3140,,,
Interstate Migration,1/6/2016,Victoria,Net Interstate Migration,5179,,,
Interstate Migration,1/6/2016,Queensland,Net Interstate Migration,3430,,,
Interstate Migration,1/6/2016,South Australia,Net Interstate Migration,-2103,,,
Interstate Migration,1/6/2016,Western Australia,Net Interstate Migration,-3423,,,
Interstate Migration,1/6/2016,Tasmania,Net Interstate Migration,390,,,
Interstate Migration,1/6/2016,Northern Territory,Net Interstate Migration,-493,,,
Interstate Migration,1/6/2016,Australian Capital Territory,Net Interstate Migration,152,,,
Overseas Migration,1/6/2016,Australia,Net Overseas Migration,43566,,,
Interstate Migration,1/6/2016,New South Wales,Interstate Arrivals,25215,,,
Interstate Migration,1/6/2016,Western Australia,Interstate Arrivals,7488,,,
Interstate Migration,1/6/2016,Victoria,Interstate Departures,17886,,,
Interstate Migration,1/6/2016,Tasmania,Interstate Departures,3126,,,
Overseas Migration,1/9/2016,Australia,Net Overseas Migration,73.7,,,
Interstate Migration,1/9/2016,South Australia,Interstate Arrivals,4570,,,
Interstate Migration,1/9/2016,Australian Capital Territory,Interstate Arrivals,4266,,,
Interstate Migration,1/9/2016,New South Wales,Interstate Departures,22967,,,
Interstate Migration,1/9/2016,Western Australia,Interstate Departures,8730,,,
Overseas Migration,1/12/2016,New South Wales,Net Overseas Migration,23770,,,
Overseas Migration,1/12/2016,Victoria,Net Overseas Migration,19105,,,
Overseas Migration,1/12/2016,Queensland,Net Overseas Migration,5943,,,
Overseas Migration,1/12/2016,South Australia,Net Overseas Migration,2264,,,
Overseas Migration,1/12/2016,Western Australia,Net Overseas Migration,1442,,,
Overseas Migration,1/12/2016,Tasmania,Net Overseas Migration,689,,,
Overseas Migration,1/12/2016,Northern Territory,Net Overseas Migration,-67,,,
Overseas Migration,1/12/2016,Australian Capital Territory,Net Overseas Migration,443,,,
Interstate Migration,1/12/2016,Queensland,Interstate Arrivals,27785,,,
Interstate Migration,1/12/2016,Northern Territory,Interstate Arrivals,3973,,,
Interstate Migration,1/12/2016,South Australia,Interstate Departures,8546,,,
Interstate Migration,1/12/2016,Australian Capital Territory,Interstate Departures,5591,,,
Interstate Migration,1/3/2017,Australia,Overseas Arrivals,155.1,,,
Interstate Migration,1/3/2017,Australia,Overseas Departures,66.4,,,
Overseas Migration,1/3/2017,Australia,Net Overseas Migration,88769,,,
Interstate Migration,1/3/2017,Victoria,Interstate Arrivals,21788,,,
Interstate Migration,1/3/2017,Tasmania,Interstate Arrivals,3196,,,
Interstate Migration,1/3/2017,Queensland,Interstate Departures,20356,,,
Interstate Migration,1/3/2017,Northern Territory,Interstate Departures,4375,,,
Overseas Migration,1/6/2017,Australia,Net Overseas Migration,47.3,,,
Interstate Migration,1/6/2017,New South Wales,Net Interstate Migration,-4135,,,
Interstate Migration,1/6/2017,Victoria,Net Interstate Migration,3801,,,
Interstate Migration,1/6/2017,Queensland,Net Interstate Migration,5167,,,
Interstate Migration,1/6/2017,South Australia,Net Interstate Migration,-1517,,,
Interstate Migration,1/6/2017,Western Australia,Net Interstate Migration,-3337,,,
Interstate Migration,1/6/2017,Tasmania,Net Interstate Migration,488,,,
Interstate Migration,1/6/2017,Northern Territory,Net Interstate Migration,-567,,,
Interstate Migration,1/6/2017,Australian Capital Territory,Net Interstate Migration,100,,,
Interstate Migration,1/6/2017,New South Wales,Interstate Arrivals,23780,,,
Interstate Migration,1/6/2017,Western Australia,Interstate Arrivals,6849,,,
Interstate Migration,1/6/2017,Victoria,Interstate Departures,17988,,,
Interstate Migration,1/6/2017,Tasmania,Interstate Departures,3031,,,
Interstate Migration,1/9/2017,South Australia,Interstate Arrivals,5118,,,
Interstate Migration,1/9/2017,Australian Capital Territory,Interstate Arrivals,4468,,,
Interstate Migration,1/9/2017,New South Wales,Interstate Departures,25645,,,
Interstate Migration,1/9/2017,Western Australia,Interstate Departures,8848,,,
Interstate Migration,1/12/2017,Australia,Overseas Arrivals,120.8,,,
Interstate Migration,1/12/2017,Australia,Overseas Departures,84.9,,,
Overseas Migration,1/12/2017,New South Wales,Net Overseas Migration,15192,,,
Overseas Migration,1/12/2017,Victoria,Net Overseas Migration,14946,,,
Overseas Migration,1/12/2017,Queensland,Net Overseas Migration,1818,,,
Overseas Migration,1/12/2017,South Australia,Net Overseas Migration,2039,,,
Overseas Migration,1/12/2017,Western Australia,Net Overseas Migration,1218,,,
Overseas Migration,1/12/2017,Tasmania,Net Overseas Migration,483,,,
Overseas Migration,1/12/2017,Northern Territory,Net Overseas Migration,-210,,,
Overseas Migration,1/12/2017,Australian Capital Territory,Net Overseas Migration,336,,,
Overseas Migration,1/12/2017,Australia,Net Overseas Migration,35828,,,
Interstate Migration,1/12/2017,Queensland,Interstate Arrivals,30687,,,
Interstate Migration,1/12/2017,Northern Territory,Interstate Arrivals,3993,,,
Interstate Migration,1/12/2017,South Australia,Interstate Departures,8265,,,
Interstate Migration,1/12/2017,Australian Capital Territory,Interstate Departures,6187,,,
Overseas Migration,1/3/2018,Australia,Net Overseas Migration,85.1,,,
Interstate Migration,1/3/2018,Victoria,Interstate Arrivals,22156,,,
Interstate Migration,1/3/2018,Tasmania,Interstate Arrivals,3710,,,
Interstate Migration,1/3/2018,Queensland,Interstate Departures,20453,,,
Interstate Migration,1/3/2018,Northern Territory,Interstate Departures,4674,,,
Interstate Migration,1/6/2018,New South Wales,Net Interstate Migration,-5301,,,
Interstate Migration,1/6/2018,Victoria,Net Interstate Migration,3018,,,
Interstate Migration,1/6/2018,Queensland,Net Interstate Migration,5861,,,
Interstate Migration,1/6/2018,South Australia,Net Interstate Migration,-989,,,
Interstate Migration,1/6/2018,Western Australia,Net Interstate Migration,-2597,,,
Interstate Migration,1/6/2018,Tasmania,Net Interstate Migration,674,,,
Interstate Migration,1/6/2018,Northern Territory,Net Interstate Migration,-835,,,
Interstate Migration,1/6/2018,Australian Capital Territory,Net Interstate Migration,169,,,
Interstate Migration,1/6/2018,New South Wales,Interstate Arrivals,23671,,,
Interstate Migration,1/6/2018,Western Australia,Interstate Arrivals,7139,,,
Interstate Migration,1/6/2018,Victoria,Interstate Departures,19090,,,
Interstate Migration,1/6/2018,Tasmania,Interstate Departures,2974,,,
Interstate Migration,1/9/2018,Australia,Overseas Arrivals,148.6,,,
Interstate Migration,1/9/2018,Australia,Overseas Departures,74.7,,,
Overseas Migration,1/9/2018,Australia,Net Overseas Migration,73828,,,
Interstate Migration,1/9/2018,South Australia,Interstate Arrivals,5472,,,
Interstate Migration,1/9/2018,Australian Capital Territory,Interstate Arrivals,4539,,,
Interstate Migration,1/9/2018,New South Wales,Interstate Departures,26069,,,
Interstate Migration,1/9/2018,Western Australia,Interstate Departures,8401,,,
Overseas Migration,1/12/2018,Australia,Net Overseas Migration,45.7,,,
Overseas Migration,1/12/2018,New South Wales,Net Overseas Migration,18016,,,
Overseas Migration,1/12/2018,Victoria,Net Overseas Migration,16506,,,
Overseas Migration,1/12/2018,Queensland,Net Overseas Migration,5258,,,
Overseas Migration,1/12/2018,South Australia,Net Overseas Migration,2531,,,
Overseas Migration,1/12/2018,Western Australia,Net Overseas Migration,3147,,,
Overseas Migration,1/12/2018,Tasmania,Net Overseas Migration,703,,,
Overseas Migration,1/12/2018,Northern Territory,Net Overseas Migration,-363,,,
Overseas Migration,1/12/2018,Australian Capital Territory,Net Overseas Migration,-76,,,
Interstate Migration,1/12/2018,Queensland,Interstate Arrivals,31623,,,
Interstate Migration,1/12/2018,Northern Territory,Interstate Arrivals,4249,,,
Interstate Migration,1/12/2018,South Australia,Interstate Departures,8481,,,
Interstate Migration,1/12/2018,Australian Capital Territory,Interstate Departures,6328,,,
Interstate Migration,1/3/2019,Victoria,Interstate Arrivals,22599,,,
Interstate Migration,1/3/2019,Tasmania,Interstate Arrivals,3611,,,
Interstate Migration,1/3/2019,Queensland,Interstate Departures,21562,,,
Interstate Migration,1/3/2019,Northern Territory,Interstate Departures,4829,,,
Interstate Migration,1/6/2019,Australia,Overseas Arrivals,124.4,,,
Interstate Migration,1/6/2019,Australia,Overseas Departures,86.2,,,
Interstate Migration,1/6/2019,New South Wales,Net Interstate Migration,-5369,,,
Interstate Migration,1/6/2019,Victoria,Net Interstate Migration,2436,,,
Interstate Migration,1/6/2019,Queensland,Net Interstate Migration,5423,,,
Interstate Migration,1/6/2019,South Australia,Net Interstate Migration,-912,,,
Interstate Migration,1/6/2019,Western Australia,Net Interstate Migration,-1023,,,
Interstate Migration,1/6/2019,Tasmania,Net Interstate Migration,428,,,
Interstate Migration,1/6/2019,Northern Territory,Net Interstate Migration,-950,,,
Interstate Migration,1/6/2019,Australian Capital Territory,Net Interstate Migration,-33,,,
Overseas Migration,1/6/2019,Australia,Net Overseas Migration,38228,,,
Interstate Migration,1/6/2019,New South Wales,Interstate Arrivals,24336,,,
Interstate Migration,1/6/2019,Western Australia,Interstate Arrivals,8427,,,
Interstate Migration,1/6/2019,Victoria,Interstate Departures,19772,,,
Interstate Migration,1/6/2019,Tasmania,Interstate Departures,3232,,,
Overseas Migration,1/9/2019,Australia,Net Overseas Migration,74.5,,,
Interstate Migration,1/9/2019,South Australia,Interstate Arrivals,5389,,,
Interstate Migration,1/9/2019,Australian Capital Territory,Interstate Arrivals,4568,,,
Interstate Migration,1/9/2019,New South Wales,Interstate Departures,25916,,,
Interstate Migration,1/9/2019,Western Australia,Interstate Departures,7852,,,
Overseas Migration,1/12/2019,New South Wales,Net Overseas Migration,17010,,,
Overseas Migration,1/12/2019,Victoria,Net Overseas Migration,15737,,,
Overseas Migration,1/12/2019,Queensland,Net Overseas Migration,6580,,,
Overseas Migration,1/12/2019,South Australia,Net Overseas Migration,3271,,,
Overseas Migration,1/12/2019,Western Australia,Net Overseas Migration,7628,,,
Overseas Migration,1/12/2019,Tasmania,Net Overseas Migration,1773,,,
Overseas Migration,1/12/2019,Northern Territory,Net Overseas Migration,-257,,,
Overseas Migration,1/12/2019,Australian Capital Territory,Net Overseas Migration,-423,,,
Interstate Migration,1/12/2019,Queensland,Interstate Arrivals,29830,,,
Interstate Migration,1/12/2019,Northern Territory,Interstate Arrivals,3874,,,
Interstate Migration,1/12/2019,South Australia,Interstate Departures,7863,,,
Interstate Migration,1/12/2019,Australian Capital Territory,Interstate Departures,6014,,,
Interstate Migration,1/3/2020,Australia,Overseas Arrivals,163.7,,,
Interstate Migration,1/3/2020,Australia,Overseas Departures,88.5,,,
Overseas Migration,1/3/2020,Australia,Net Overseas Migration,75179,,,
Interstate Migration,1/3/2020,Victoria,Interstate Arrivals,18195,,,
Interstate Migration,1/3/2020,Tasmania,Interstate Arrivals,3032,,,
Interstate Migration,1/3/2020,Queensland,Interstate Departures,18085,,,
Interstate Migration,1/3/2020,Northern Territory,Interstate Departures,4033,,,
Overseas Migration,1/6/2020,Australia,Net Overseas Migration,-8.3,,,
Interstate Migration,1/6/2020,New South Wales,Net Interstate Migration,-3955,,,
Interstate Migration,1/6/2020,Victoria,Net Interstate Migration,-3042,,,
Interstate Migration,1/6/2020,Queensland,Net Interstate Migration,6750,,,
Interstate Migration,1/6/2020,South Australia,Net Interstate Migration,104,,,
Interstate Migration,1/6/2020,Western Australia,Net Interstate Migration,-227,,,
Interstate Migration,1/6/2020,Tasmania,Net Interstate Migration,387,,,
Interstate Migration,1/6/2020,Northern Territory,Net Interstate Migration,-260,,,
Interstate Migration,1/6/2020,Australian Capital Territory,Net Interstate Migration,243,,,
Interstate Migration,1/6/2020,New South Wales,Interstate Arrivals,21808,,,
Interstate Migration,1/6/2020,Western Australia,Interstate Arrivals,6689,,,
Interstate Migration,1/6/2020,Victoria,Interstate Departures,18972,,,
Interstate Migration,1/6/2020,Tasmania,Interstate Departures,2773,,,
Interstate Migration,1/9/2020,South Australia,Interstate Arrivals,5015,,,
Interstate Migration,1/9/2020,Australian Capital Territory,Interstate Arrivals,3842,,,
Interstate Migration,1/9/2020,New South Wales,Interstate Departures,22033,,,
Interstate Migration,1/9/2020,Western Australia,Interstate Departures,5535,,,
Interstate Migration,1/12/2020,Australia,Overseas Arrivals,39.1,,,
Interstate Migration,1/12/2020,Australia,Overseas Departures,68.4,,,
Overseas Migration,1/12/2020,New South Wales,Net Overseas Migration,-487,,,
Overseas Migration,1/12/2020,Victoria,Net Overseas Migration,-18680,,,
Overseas Migration,1/12/2020,Queensland,Net Overseas Migration,-5172,,,
Overseas Migration,1/12/2020,South Australia,Net Overseas Migration,-1287,,,
Overseas Migration,1/12/2020,Western Australia,Net Overseas Migration,-2155,,,
Overseas Migration,1/12/2020,Tasmania,Net Overseas Migration,-113,,,
Overseas Migration,1/12/2020,Northern Territory,Net Overseas Migration,-268,,,
Overseas Migration,1/12/2020,Australian Capital Territory,Net Overseas Migration,-1109,,,
Overseas Migration,1/12/2020,Australia,Net Overseas Migration,-29271,,,
Interstate Migration,1/12/2020,Queensland,Interstate Arrivals,28667,,,
Interstate Migration,1/12/2020,Northern Territory,Interstate Arrivals,3455,,,
Interstate Migration,1/12/2020,South Australia,Interstate Departures,6311,,,
Interstate Migration,1/12/2020,Australian Capital Territory,Interstate Departures,5205,,,
Overseas Migration,1/3/2021,Australia,Net Overseas Migration,-14.2,,,
Interstate Migration,1/3/2021,Victoria,Interstate Arrivals,16690,,,
Interstate Migration,1/3/2021,Tasmania,Interstate Arrivals,3333,,,
Interstate Migration,1/3/2021,Queensland,Interstate Departures,19665,,,
Interstate Migration,1/3/2021,Northern Territory,Interstate Departures,4010,,,
Interstate Migration,1/6/2021,New South Wales,Net Interstate Migration,-2461,,,
Interstate Migration,1/6/2021,Victoria,Net Interstate Migration,-3720,,,
Interstate Migration,1/6/2021,Queensland,Net Interstate Migration,7054,,,
Interstate Migration,1/6/2021,South Australia,Net Interstate Migration,-289,,,
Interstate Migration,1/6/2021,Western Australia,Net Interstate Migration,673,,,
Interstate Migration,1/6/2021,Tasmania,Net Interstate Migration,-365,,,
Interstate Migration,1/6/2021,Northern Territory,Net Interstate Migration,-1060,,,
Interstate Migration,1/6/2021,Australian Capital Territory,Net Interstate Migration,168,,,
Interstate Migration,1/6/2021,New South Wales,Interstate Arrivals,32677,,,
Interstate Migration,1/6/2021,Western Australia,Interstate Arrivals,9785,,,
Interstate Migration,1/6/2021,Victoria,Interstate Departures,26938,,,
Interstate Migration,1/6/2021,Tasmania,Interstate Departures,4359,,,
Interstate Migration,1/9/2021,Australia,Overseas Arrivals,33.8,,,
Interstate Migration,1/9/2021,Australia,Overseas Departures,50.2,,,
Overseas Migration,1/9/2021,Australia,Net Overseas Migration,-16460,,,
Interstate Migration,1/9/2021,South Australia,Interstate Arrivals,9877,,,
Interstate Migration,1/9/2021,Australian Capital Territory,Interstate Arrivals,6602,,,
Interstate Migration,1/9/2021,New South Wales,Interstate Departures,44595,,,
Interstate Migration,1/9/2021,Western Australia,Interstate Departures,10762,,,
Overseas Migration,1/12/2021,Australia,Net Overseas Migration,28.7,,,
Overseas Migration,1/12/2021,New South Wales,Net Overseas Migration,14479,,,
Overseas Migration,1/12/2021,Victoria,Net Overseas Migration,11871,,,
Overseas Migration,1/12/2021,Queensland,Net Overseas Migration,-285,,,
Overseas Migration,1/12/2021,South Australia,Net Overseas Migration,1275,,,
Overseas Migration,1/12/2021,Western Australia,Net Overseas Migration,-1036,,,
Overseas Migration,1/12/2021,Tasmania,Net Overseas Migration,1416,,,
Overseas Migration,1/12/2021,Northern Territory,Net Overseas Migration,117,,,
Overseas Migration,1/12/2021,Australian Capital Territory,Net Overseas Migration,866,,,
Interstate Migration,1/12/2021,Queensland,Interstate Arrivals,40861,,,
Interstate Migration,1/12/2021,Northern Territory,Interstate Arrivals,4841,,,
Interstate Migration,1/12/2021,South Australia,Interstate Departures,7855,,,
Interstate Migration,1/12/2021,Australian Capital Territory,Interstate Departures,6782,,,
Interstate Migration,1/3/2022,Victoria,Interstate Arrivals,17851,,,
Interstate Migration,1/3/2022,Tasmania,Interstate Arrivals,3469,,,
Interstate Migration,1/3/2022,Queensland,Interstate Departures,18234,,,
Interstate Migration,1/3/2022,Northern Territory,Interstate Departures,3978,,,
